"Tema","Entidad","Indicador","link.de.consulta","2016","2018","2020","2021","2022","2023","2024","2025"
"Social","Aguascalientes","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",8.4531340723,7.0454337012,8.5806566253,NA,6.0726286576,NA,3.4917830572,NA
"Social","Aguascalientes","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",40.4838581138,38.2469832424,38.7020100135,NA,32.9767317104,NA,24.8283041839,NA
"Social","Baja California","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",22.6048671441,23.5986870832,22.510117263,NA,13.3708195012,NA,9.8716860061,NA
"Social","Baja California","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",21.6438458946,22.2473638641,20.9769871911,NA,12.0649173005,NA,9.5164537794,NA
"Social","Baja California","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",0.9610212496,1.351323219,1.5331300718,NA,1.3059022007,NA,0.3552322268,NA
"Social","Baja California","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.7276436153,8.8015497073,7.9230749714,NA,5.4072284063,NA,4.887939394,NA
"Social","Baja California","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.0525255668,15.9178087164,16.0939541689,NA,15.5469917573,NA,14.4697979906,NA
"Social","Baja California","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.2947964888,16.8604601508,23.9769882483,NA,28.4100970374,NA,23.2629654343,NA
"Social","Baja California","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",36.7126447435,36.6902496336,38.9171304186,NA,34.6686003676,NA,31.9761349084,NA
"Social","Baja California","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.7678896041,9.468870804,6.7944768413,NA,6.1116966054,NA,5.2582406369,NA
"Social","Baja California","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",6.2777949722,8.932755983,4.9807698,NA,4.0520853829,NA,2.9408638935,NA
"Social","Baja California","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.149096079,14.7628945663,13.3714642439,NA,10.0275978851,NA,8.1068927266,NA
"Social","Baja California","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",4.7609156556,4.0276536709,5.1799963633,NA,2.8088723485,NA,1.1327670203,NA
"Social","Baja California","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.3325107594,32.4002367905,30.4331922343,NA,18.7780479075,NA,14.7596254001,NA
"Social","Baja California Sur","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",22.8800498494,18.5721642848,27.6022241686,NA,13.3290309239,NA,10.1682404802,NA
"Social","Baja California Sur","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",21.392875688,17.4046134483,24.7065058538,NA,12.5673142863,NA,8.9489811028,NA
"Social","Baja California Sur","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",1.4871741614,1.1675508365,2.8957183148,NA,0.7617166376,NA,1.2192593774,NA
"Social","Baja California Sur","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.2885380967,5.346140001,8.2478556984,NA,4.56423842,NA,3.9923226754,NA
"Social","Baja California Sur","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.3060892443,13.5980850432,14.4568489791,NA,14.1839268163,NA,13.3736943422,NA
"Social","Baja California Sur","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.4573683664,10.7454878437,17.3962995586,NA,17.3366896881,NA,19.6225125582,NA
"Social","Baja California Sur","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",34.0074081767,30.85647546,32.6764022429,NA,29.8624060928,NA,28.5328792245,NA
"Social","Baja California Sur","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.1223041507,14.1683942793,11.3737243212,NA,8.6146835768,NA,10.8708181932,NA
"Social","Baja California Sur","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.8148994357,13.2431033441,9.4308505184,NA,9.9278692733,NA,9.4657766741,NA
"Social","Baja California Sur","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",20.0530342369,18.9077021307,23.3605651098,NA,14.5433325133,NA,9.6030344796,NA
"Social","Baja California Sur","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.2920690968,3.2769461589,8.8555365171,NA,2.8493360384,NA,2.6970874008,NA
"Social","Baja California Sur","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.1685879461,23.9183042858,35.850079867,NA,17.8932693439,NA,14.1605631557,NA
"Social","Campeche","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",45.6601916155,48.9642961453,50.5491472035,NA,45.1294438459,NA,36.7490351329,NA
"Social","Campeche","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",39.1121629408,39.4891429234,38.5039657362,NA,35.4864875101,NA,30.9026121483,NA
"Social","Campeche","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",6.5480286747,9.4751532219,12.0451814673,NA,9.6429563358,NA,5.8464229846,NA
"Social","Campeche","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.5897179889,5.9347700336,7.159723998,NA,5.8950393886,NA,7.3656722022,NA
"Social","Campeche","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",18.0362095873,19.3681791682,19.1521573755,NA,20.3119739766,NA,20.5020376174,NA
"Social","Campeche","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",10.7463532639,11.6958904826,21.0094679077,NA,34.5696286695,NA,28.4975572918,NA
"Social","Campeche","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",58.2635634321,58.3666029118,54.850951873,NA,54.6596207581,NA,51.1975563399,NA
"Social","Campeche","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.8839273009,16.5334178852,13.5161363148,NA,14.9125538648,NA,14.3883393075,NA
"Social","Campeche","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",29.1937173263,38.9952416832,33.4076229014,NA,34.8710400956,NA,28.8353797647,NA
"Social","Campeche","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",28.3235861535,29.6854419598,26.1341641782,NA,21.951799421,NA,16.9043446255,NA
"Social","Campeche","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.436479258,16.9281070263,22.754648626,NA,15.9097890856,NA,11.4731661708,NA
"Social","Campeche","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",51.2499096043,54.8990661789,57.7088712016,NA,51.0244832346,NA,44.1147073351,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",27.0557127885,25.5077051589,25.617041249,NA,18.243321687,NA,12.3806823468,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",25.1305995774,23.977688708,23.0626707432,NA,16.4471215949,NA,11.6301049288,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",1.9251132111,1.5300164509,2.5543705058,NA,1.7962000921,NA,0.750577418,NA
"Social","Coahuila de Zaragoza","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.0181963219,14.5739722138,14.550878126,NA,10.5802026927,NA,9.9247514732,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.7490350077,14.2413813226,14.3377458064,NA,13.4530474176,NA,13.256179892,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.8003147516,13.2015799133,21.6374567829,NA,19.677330459,NA,20.2975541074,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",27.4108232053,25.7248317703,28.2365784519,NA,24.3658367582,NA,23.3559545603,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.1722574765,4.4370804913,2.8022626029,NA,3.3844953396,NA,2.4684639785,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.4840658705,3.8819864577,3.2003282938,NA,3.381012437,NA,1.9359978069,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.6930312837,18.5721441933,15.485512396,NA,13.1625305671,NA,8.9771078584,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",9.6119326843,6.571530482,8.9164822222,NA,5.9013507552,NA,3.1412011293,NA
"Social","Coahuila de Zaragoza","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",43.0739091104,40.0816773727,40.167919375,NA,28.8235243797,NA,22.3054338201,NA
"Social","Colima","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",32.533197213,30.410750037,26.6935265356,NA,20.5471669479,NA,14.9768884103,NA
"Social","Colima","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.381294316,28.4940456672,24.8346674764,NA,19.3355496379,NA,14.0246110547,NA
"Social","Colima","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",2.151902897,1.9167043698,1.8588590592,NA,1.21161731,NA,0.9522773556,NA
"Social","Colima","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",6.7345266743,6.2133431846,7.0814197152,NA,6.7873138829,NA,4.4636968354,NA
"Social","Colima","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.0056092459,18.1460835059,17.6586164217,NA,15.6372697168,NA,15.0451836053,NA
"Social","Colima","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",11.866350387,10.8358203586,18.9771918048,NA,21.9358378526,NA,24.028204814,NA
"Social","Colima","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",44.8316439823,43.8839932425,42.1767114316,NA,35.9295573141,NA,37.2590219192,NA
"Social","Colima","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",11.3779184736,9.3929998021,7.4241349402,NA,4.6626707465,NA,6.022782506,NA
"Social","Colima","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",8.6173344715,10.5438802575,7.8597114221,NA,4.7830412489,NA,5.3160098532,NA
"Social","Colima","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",22.1801850494,23.0333821745,17.678495811,NA,14.0398960767,NA,10.1255888051,NA
"Social","Colima","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",6.2480965311,7.4681321783,6.2538380157,NA,4.4164819386,NA,3.1614066056,NA
"Social","Colima","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",39.2677238873,36.6240932216,33.7749462508,NA,27.3344808309,NA,19.4405852458,NA
"Social","Chiapas","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",77.9127645707,77.9950184748,75.4912899195,NA,67.370829892,NA,65.9682118776,NA
"Social","Chiapas","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",48.277416131,47.4274039304,46.4414971166,NA,39.1583773176,NA,38.8414885421,NA
"Social","Chiapas","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",29.6353484397,30.5676145444,29.0497928029,NA,28.2124525744,NA,27.1267233355,NA
"Social","Chiapas","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",3.6088979852,2.9658497425,3.2826517503,NA,2.6687322324,NA,4.0755993867,NA
"Social","Chiapas","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.1756408843,31.2204100248,32.5112744061,NA,31.106865473,NA,33.9548304585,NA
"Social","Chiapas","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.0377247382,17.5925086907,37.0935567203,NA,66.0662029381,NA,63.3423515429,NA
"Social","Chiapas","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",81.9084928769,83.1302880029,78.934426787,NA,77.8773275787,NA,76.4146943066,NA
"Social","Chiapas","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",24.5232126179,23.5861964123,20.0056770246,NA,22.1420656196,NA,19.0456055212,NA
"Social","Chiapas","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",52.3012273689,57.1111796749,55.8450623309,NA,50.831046808,NA,48.5868883593,NA
"Social","Chiapas","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",23.4979829507,25.680897064,24.5124506169,NA,20.903042082,NA,20.6341413888,NA
"Social","Chiapas","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",49.5193572464,49.3562472011,44.1425885299,NA,36.6417720013,NA,35.2846452397,NA
"Social","Chiapas","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",81.5216625559,80.9608682172,78.7739416698,NA,70.0395621244,NA,70.0438112643,NA
"Social","Chihuahua","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.7016416821,26.6427871853,25.30499339,NA,17.5721992268,NA,15.1128018254,NA
"Social","Chihuahua","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",27.3938045911,24.1088787019,22.3700961951,NA,15.4760579065,NA,12.8759621241,NA
"Social","Chihuahua","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",3.307837091,2.5339084834,2.9348971949,NA,2.0961413203,NA,2.2368397013,NA
"Social","Chihuahua","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.8127238708,11.7429902912,12.3433853629,NA,7.9645280918,NA,5.7453777769,NA
"Social","Chihuahua","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.1124615665,17.1561254183,16.1546072068,NA,16.0886351221,NA,16.6000396803,NA
"Social","Chihuahua","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.2364164653,11.3050821034,17.0548690548,NA,21.4914432491,NA,20.889162116,NA
"Social","Chihuahua","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",37.398187453,35.6907259504,33.7814982721,NA,32.3947083666,NA,30.9217323548,NA
"Social","Chihuahua","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.1241250962,6.9783656027,6.0138957964,NA,5.2927102156,NA,5.1569416142,NA
"Social","Chihuahua","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.3529038129,5.0172441796,4.8558242048,NA,4.7382285582,NA,3.4986051436,NA
"Social","Chihuahua","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",18.650412256,18.1132059073,13.469841786,NA,9.7346041518,NA,9.9034163883,NA
"Social","Chihuahua","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",10.014839436,8.2423050327,8.9579853008,NA,5.324830861,NA,4.7677302195,NA
"Social","Chihuahua","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",43.5143655529,38.3857774765,37.6483787529,NA,25.5367273186,NA,20.8581796023,NA
"Social","Ciudad de México","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",26.5998545524,29.9678064849,32.604471244,NA,23.9676053836,NA,19.7260753872,NA
"Social","Ciudad de México","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",24.8969399076,28.3141998347,28.2663582811,NA,22.2549733683,NA,17.9118777636,NA
"Social","Ciudad de México","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",1.7029146448,1.6536066502,4.3381129629,NA,1.7126320153,NA,1.8141976236,NA
"Social","Ciudad de México","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.4079518718,8.6077038692,11.2075682741,NA,8.199443947,NA,5.9596831181,NA
"Social","Ciudad de México","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",8.9005500963,9.40727874,9.5128127788,NA,9.6995338497,NA,8.5064743016,NA
"Social","Ciudad de México","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",19.634597298,20.0579322338,26.7412776853,NA,28.7459230788,NA,21.7933556498,NA
"Social","Ciudad de México","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",43.5492231589,43.4797312212,40.735930342,NA,39.2867157203,NA,37.9574630274,NA
"Social","Ciudad de México","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.9074219393,5.0772150685,5.0605611872,NA,4.0331628461,NA,4.0502852476,NA
"Social","Ciudad de México","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",2.0937624413,2.9181965455,3.0572684476,NA,3.3896361431,NA,2.4341602069,NA
"Social","Ciudad de México","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.723873223,15.152830574,17.8096239178,NA,11.3945507495,NA,9.8653007994,NA
"Social","Ciudad de México","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.5903181822,6.363868276,11.8007424482,NA,5.8774407118,NA,4.548596532,NA
"Social","Ciudad de México","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",34.0078064242,38.5755103541,43.8120395181,NA,32.1670493306,NA,25.6857585053,NA
"Social","Durango","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",37.1931159706,38.7871666319,38.6916709565,NA,34.311066869,NA,27.8836341402,NA
"Social","Durango","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",34.4785385435,36.636990513,34.3872611575,NA,28.0090767753,NA,23.5443725226,NA
"Social","Durango","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",2.714577427,2.150176119,4.304409799,NA,6.3019900937,NA,4.3392616176,NA
"Social","Durango","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",10.8072314076,12.2969409975,12.3773073146,NA,9.1716104586,NA,7.4842392679,NA
"Social","Durango","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.0073337927,16.3440192432,16.9241284439,NA,17.8679746642,NA,17.6602428945,NA
"Social","Durango","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.0924688645,13.0628504857,22.8983267508,NA,30.1583886583,NA,30.4479948554,NA
"Social","Durango","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",46.5355314143,44.4837929777,45.7233839605,NA,46.1610752982,NA,42.2335434764,NA
"Social","Durango","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.0172672081,4.7789200084,5.81727712,NA,8.2752253807,NA,7.0369296618,NA
"Social","Durango","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",8.0905971362,5.6589284528,5.9153123067,NA,9.6991980219,NA,6.9486379354,NA
"Social","Durango","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",18.7769889399,18.9819223245,18.9045149178,NA,20.3108367385,NA,14.516793877,NA
"Social","Durango","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",11.9047292564,13.1276350129,14.0316308124,NA,13.27232199,NA,10.0102787383,NA
"Social","Durango","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",48.0003473782,51.0841076294,51.0689782711,NA,43.4826773276,NA,35.3678734081,NA
"Social","Guanajuato","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",39.3510964793,41.4881289134,42.7423888536,NA,33.0343047594,NA,25.9901386777,NA
"Social","Guanajuato","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",35.679615979,37.9188996235,38.2070362161,NA,29.7941134584,NA,24.2641462451,NA
"Social","Guanajuato","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",3.6714805003,3.5692292899,4.5353526375,NA,3.240191301,NA,1.7259924326,NA
"Social","Guanajuato","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.5529598532,7.815359801,8.3855734519,NA,8.3518945149,NA,6.0736658209,NA
"Social","Guanajuato","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",21.7085851205,22.2406284968,23.182723812,NA,22.8444151898,NA,21.0611386478,NA
"Social","Guanajuato","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.445781365,13.6594224136,24.8488046408,NA,33.1530952596,NA,33.7149518775,NA
"Social","Guanajuato","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",53.1777257875,54.2346048646,51.8701669388,NA,50.1515905056,NA,46.0149478118,NA
"Social","Guanajuato","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.7345932143,9.0889931393,5.9437185952,NA,6.171418977,NA,4.8372432531,NA
"Social","Guanajuato","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.4797829417,11.9468265943,10.4612944559,NA,9.3568267819,NA,6.0291954244,NA
"Social","Guanajuato","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",21.0757452839,22.073193783,24.6481625798,NA,18.2552499921,NA,16.896124526,NA
"Social","Guanajuato","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",10.9067333889,10.7316941449,11.8495607184,NA,8.380759794,NA,5.0287776146,NA
"Social","Guanajuato","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",46.9040563326,49.3034887144,51.1279623055,NA,41.3861992743,NA,32.0638044986,NA
"Social","Guerrero","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",66.8281581496,67.8900185017,66.4057108302,NA,60.3547446472,NA,58.0610891027,NA
"Social","Guerrero","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",43.6080331611,40.9626249692,40.9012867577,NA,38.1247465911,NA,36.7247955012,NA
"Social","Guerrero","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",23.2201249885,26.9273935325,25.5044240725,NA,22.229998056,NA,21.3362936015,NA
