"Tema","Indicador","Temporalidad","En_razon","Sentido","Descripción","Fuente","Unidad_medida"
"Seguridad Pública","Percepción sobre tema de Inseguridad","Anual","No","Más es mejor","Percepción de la población de 18 años y más respecto de la situación que guarda la inseguridad pública en su entidad federativa.","INEGI. Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE)","Porcentaje"
"Seguridad Pública","Robo a Casa Habitación","Mensual","Si_1000","Menos es mejor","Casos de robo a casa habitación registrados a traves de Carpetas de Investigación","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública SESNSP","Delito"
"Seguridad Pública","Robo a Negocio","Mensual","Si_1000","Menos es mejor","Casos de robo a negocios registrados a traves de Carpetas de Investigación","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública SESNSP","Delito"
"Seguridad Pública","Robo de Vehículos","Mensual","Si_1000","Menos es mejor","Casos derobo de vehiculos automotores registrados a traves de Carpetas de Investigación","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública SESNSP","Delito"
"Seguridad Pública","Secuestro","Mensual","Si_1000","Menos es mejor","Casos de secuestro registrados a traves de Carpetas de Investigación","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública SESNSP","Delito"
"Seguridad Pública","Tasa bruta de homicidios por cada 100 mil habitantes","Anual","No","Menos es mejor","Es el número de defunciones registradas como presuntos homicidios en los certificados de defunción durante el año, entre el total de la población a mitad del año de referencia, multiplicado por 100,000.","INEGI. Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE)","Casos por cada 100 mil habitantes"
"Seguridad Pública","Tasa de Incidencia Delictiva (100 mil hab)","Anual","No","Menos es mejor","Es el número de delitos registradas entre el total de la población a mitad del año de referencia, multiplicado por 100,000.","INEGI. Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE)","Casos por cada 100 mil habitantes"
"Seguridad Pública","Tasa de Prevalencia Delictiva (100 mil hab) personas, hogares o propiedades que han sido víctimas de un delito","Anual","No","Menos es mejor","Mide el número de víctimas de delitos por cada 100,000 habitantes","INEGI. Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública (ENVIPE)","Casos por cada 100 mil habitantes"
"Seguridad Pública","Violacion","Mensual","Si_1000","Menos es mejor","Casos de violación (simple y equiparada) registrados a traves de Carpetas de Investigación","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública SESNSP","Delito"
"Seguridad Pública","Violencia familiar","Mensual","Si_1000","Menos es mejor","Casos de violencia familira registrados a traves de Carpetas de Investigación","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública SESNSP","Delito"
"Social","Abandono escolar Educación Superior (%)","Anual","No","Menos es mejor","Es el total de alumnos que abandonan las actividades escolares antes de concluir algún grado o nivel educativo, expresado como porcentaje del total de alumnos inscritos en el ciclo escolar. El resultado se multiplica por cien.","SEP. Estadística Educativa","Porcentaje"
"Social","Cobertura Educación Primaria (%)","Anual","No","Más es mejor","Indica el porcentaje de alumnos atendidos en un nivel educativo, con respecto a la población que representa la edad para cursar dicho nivel.","SEP. Estadística Educativa","Porcentaje"
"Social","Cobertura educacíón Presescolar (%)","Anual","No","Más es mejor","Indica el porcentaje de alumnos atendidos en un nivel educativo, con respecto a la población que representa la edad para cursar dicho nivel.","SEP. Estadística Educativa","Porcentaje"
"Social","Cobertura educacíón Secundaria (%)","Anual","No","Más es mejor","Indica el porcentaje de alumnos atendidos en un nivel educativo, con respecto a la población que representa la edad para cursar dicho nivel.","SEP. Estadística Educativa","Porcentaje"
"Social","Cobertura educacíónMedia Superior (%)","Anual","No","Más es mejor","Indica el porcentaje de alumnos atendidos en un nivel educativo, con  respecto a la población que representa la edad para cursar dicho nivel.","SEP. Estadística Educativa","Porcentaje"
"Social","Defunciones Registradas EDR","Anual","No","Menos es mejor","Defunciones registradas que permitan caracterizar el fenómeno de la mortalidad en el país.","INEGI. Estadísticas de Defunciones Registradas (EDR)","Defunciones"
"Social","Eficiencia terminal Primaria (%)","Anual","No","Más es mejor","Es el porcentaje de alumnos que concluyen un nivel educativo, respecto al número de alumnos que ingresaron a este nivel en la cohorte correspondiente.","SEP. Estadística Educativa","Porcentaje"
"Social","Eficiencia terminal educación Secundaria (%)","Anual","No","Más es mejor","Es el porcentaje de alumnos que concluyen un nivel educativo, respecto al número de alumnos que ingresaron a este nivel en la cohorte correspondiente.","SEP. Estadística Educativa","Porcentaje"
"Social","Grado promedio de escolaridad (años)","Quinquenal","No","Más es mejor","Número de años que, en promedio, aprobaron las personas de 15 años y más, en el Sistema Educativo Nacional.","INEGI","Años"
"Social","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","Bianual","No","Menos es mejor","Población que se encuentra con carencia al acceso a la alimentación nutritiva y de calidad","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Carencia por acceso a la seguridad social","Bianual","No","Menos es mejor","Población que se encuentra con carencia a la seguridad social","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","Bianual","No","Menos es mejor","Población que se encuentra con carencia a los accesos de servicios básicos en la vievienda","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Carencia por acceso a los servicios de salud","Bianual","No","Menos es mejor","Población que se encuentra con carencia a los servicios de salud","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","Bianual","No","Menos es mejor","Población que se encuentra con carencia por calidad y espacios de la vivienda","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","Bianual","No","Menos es mejor","Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","Bianual","No","Menos es mejor","Población con Ingreso Inferior a la Línea de pobreza por ingresos","INEGI","Porcentaje"
"Social","Porcentaje de la Población con Rezago Educativo","Bianual","No","Menos es mejor","Población que se encuentracon rezago educativo","INEGI","Porcentaje"
"Social","Porcentaje de la Población en situación de Pobreza","Bianual","No","Menos es mejor","Población que se encuentra en situación de pobreza","INEGI","Porcentaje"
"Social","Porcentaje de la Población en situación de Pobreza Moderada","Bianual","No","Menos es mejor","Población que se encuentra en situación de pobreza moderada","INEGI","Porcentaje"
"Social","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","Bianual","No","Menos es mejor","Población que se encuentra en situación de pobreza extrema","INEGI","Porcentaje"
"Social","Porcentaje de la población vulnerable por ingresos","Bianual","No","Menos es mejor","Población que se encuentra en situación de vulnerabilidad por ingresos","INEGI","Porcentaje"
"Social","Tasa de Abandono Escolar Media Superior (%)","Anual","No","Menos es mejor","Es el total de alumnos que abandonan las actividades escolares antes de concluir algún grado o nivel educativo, expresado como porcentaje del total de alumnos inscritos en el ciclo escolar. El resultado se multiplica por cien.","SEP. Estadística Educativa","Porcentaje"
"Social","Tasa de Abandono escolar Educación Primaria (%)","Anual","No","Menos es mejor","Es el total de alumnos que abandonan las actividades escolares antes de concluir algún grado o nivel educativo, expresado como porcentaje del total de alumnos inscritos en el ciclo escolar. El resultado se multiplica por cien.","SEP. Estadística Educativa","Porcentaje"
"Social","Tasa de ocupación infantil no permitida","Trianual","No","Menos es mejor","La ocupación infantil no permitida incluye trabajos que por ley no deben realizar menores de 18 años, ya que ponen en riesgo su salud, seguridad o desarrollo integral.","INEGI. Encuesta Nacional de Trabajo Infantil (ENTI)","Tasa"
"Social","Tasa de quehaceres domésticos en condiciones no adecuadas","Trianual","No","Menos es mejor","Son actividades no remuneradas dentro del hogar que afectan la salud o integridad de quienes las realizan, ya sea por ser peligrosas o por extenderse a horarios prolongados","INEGI. Encuesta Nacional de Trabajo Infantil (ENTI)","Tasa"
