"Tema","Entidad","Indicador","link.de.consulta","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Económico","Zacatecas","Cera. Volumen de la Producción (toneladas)","https://nube.agricultura.gob.mx/cierre_agricola/",NA,NA,NA,NA,NA,87.555,31.012,19.739,NA
"Económico","Aguascalientes","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,322,322,322,NA
"Económico","Baja California","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,2592,4368,3806,NA
"Económico","Baja California Sur","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,NA,NA,406,NA
"Económico","Campeche","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,1020,NA,1098,1051
"Económico","Chiapas","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,6365,6271,6132,NA
"Económico","Chihuahua","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,NA,4162,4162,NA
"Económico","Ciudad de México","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,3856,3848,9616,NA
"Económico","Coahuila de Zaragoza","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,206,206,165,NA
"Económico","Colima","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,462,395,398,NA
"Económico","Durango","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,717,354,428,NA
"Económico","Guanajuato","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,1572,NA,1661,1607
"Económico","Guerrero","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,NA,NA,581,NA
"Económico","Hidalgo","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,914,909,740,NA
"Económico","Jalisco","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,5523,5523,5198,4918
"Económico","Michoacán de Ocampo","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,1256,1256,1256,NA
"Económico","Morelos","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,1059,820,836,NA
"Económico","México","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,NA,NA,2887,3163
"Económico","Nayarit","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,NA,1380,1367,NA
"Económico","Nuevo León","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,765,803,867,880
"Económico","Oaxaca","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,1997,1997,1946,NA
"Económico","Puebla","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,2768,2813,2931,2844
"Económico","Querétaro","Cuartos de Hospedaje según categoría (1 estrella)","https://www.inegi.org.mx/app/areasgeograficas/?ag=13#collapse-Tabulados",NA,NA,NA,NA,NA,819,878,NA,NA
