"Tema","Entidad","Indicador","link.de.consulta","2024_1t","2024_2t","2024_3t","2024_4t","2025_1t","2025_2t","2025_3t","2025_4t"
"Económico","Chihuahua","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"14.2","34.3209",NA,NA
"Económico","Ciudad de México","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5066685","5144421",NA,NA
"Económico","Ciudad de México","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"4892875","4940775",NA,NA
"Económico","Ciudad de México","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"173810","203646",NA,NA
"Económico","Ciudad de México","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"63.2","63.8546",NA,NA
"Económico","Ciudad de México","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3.4","3.9586",NA,NA
"Económico","Ciudad de México","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9.6","10.0659",NA,NA
"Económico","Ciudad de México","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"8.4","8.6437",NA,NA
"Económico","Ciudad de México","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"69.2","69.9212",NA,NA
"Económico","Ciudad de México","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9.5","10.2225",NA,NA
"Económico","Ciudad de México","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"30.8","28.6038",NA,NA
"Económico","Ciudad de México","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"44.7","26.448",NA,NA
"Económico","Ciudad de México","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"27.1","44.1095",NA,NA
"Económico","Durango","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"873367","884069",NA,NA
"Económico","Durango","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"843260","860551",NA,NA
"Económico","Durango","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"30107","23518",NA,NA
"Económico","Durango","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"59.8","60.7715",NA,NA
"Económico","Durango","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3.4","2.6602",NA,NA
"Económico","Durango","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"10.6","10.6526",NA,NA
"Económico","Durango","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"7","6.0427",NA,NA
"Económico","Durango","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"69.4","69.3981",NA,NA
"Económico","Durango","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"4.4","4.4699",NA,NA
"Económico","Durango","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"32.8","32.965",NA,NA
"Económico","Durango","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"50","26.194",NA,NA
"Económico","Durango","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"25.4","51.2",NA,NA
"Económico","Guanajuato","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2859767","2923616",NA,NA
"Económico","Guanajuato","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2787056","2850322",NA,NA
"Económico","Guanajuato","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"72711","73294",NA,NA
"Económico","Guanajuato","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"58.3","59.5751",NA,NA
"Económico","Guanajuato","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.5","2.507",NA,NA
"Económico","Guanajuato","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"8.5","9.8661",NA,NA
"Económico","Guanajuato","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.2","5.4655",NA,NA
"Económico","Guanajuato","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"69.4","68.8293",NA,NA
"Económico","Guanajuato","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"8.2","10.7836",NA,NA
"Económico","Guanajuato","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"35.8","35.5764",NA,NA
"Económico","Guanajuato","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"54.7","29.5686",NA,NA
"Económico","Guanajuato","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"30","54.6955",NA,NA
"Económico","Guerrero","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1533997","1521970",NA,NA
"Económico","Guerrero","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1520453","1507245",NA,NA
"Económico","Guerrero","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"13544","14725",NA,NA
"Económico","Guerrero","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"58.4","56.6519",NA,NA
"Económico","Guerrero","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"0.9","0.9675",NA,NA
"Económico","Guerrero","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9.1","9.9426",NA,NA
"Económico","Guerrero","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.9","3.7846",NA,NA
"Económico","Guerrero","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"49.3","48.4041",NA,NA
"Económico","Guerrero","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.7","5.8034",NA,NA
"Económico","Guerrero","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"36.9","32.8469",NA,NA
"Económico","Guerrero","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"76.5","40.5261",NA,NA
"Económico","Guerrero","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"40.8","76.0457",NA,NA
"Económico","Hidalgo","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1522196","1484516",NA,NA
"Económico","Hidalgo","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1492541","1457012",NA,NA
"Económico","Hidalgo","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"29655","27504",NA,NA
"Económico","Hidalgo","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"60.4","58.5323",NA,NA
"Económico","Hidalgo","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1.9","1.8527",NA,NA
"Económico","Hidalgo","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"11.9","13.1626",NA,NA
"Económico","Hidalgo","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.2","4.7903",NA,NA
"Económico","Hidalgo","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"60.3","62.4173",NA,NA
"Económico","Hidalgo","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"10.1","11.4356",NA,NA
"Económico","Hidalgo","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"34.1","31.6544",NA,NA
"Económico","Hidalgo","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"71.7","36.2309",NA,NA
"Económico","Hidalgo","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"38.8","70.7712",NA,NA
"Económico","Jalisco","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3992241","3982670",NA,NA
"Económico","Jalisco","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3924755","3874934",NA,NA
"Económico","Jalisco","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"67486","107736",NA,NA
"Económico","Jalisco","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"58.2","57.8609",NA,NA
"Económico","Jalisco","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1.7","2.7051",NA,NA
"Económico","Jalisco","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"4.3","5.3892",NA,NA
"Económico","Jalisco","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.4","3.2029",NA,NA
"Económico","Jalisco","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"73.7","72.5717",NA,NA
"Económico","Jalisco","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1.6","1.1205",NA,NA
"Económico","Jalisco","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"22","16.8662",NA,NA
"Económico","Jalisco","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"46.9","23.9684",NA,NA
"Económico","Jalisco","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"24.7","45.2906",NA,NA
"Económico","México","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"8230321","8397293",NA,NA
"Económico","México","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"8005145","8152117",NA,NA
"Económico","México","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"225176","245176",NA,NA
"Económico","México","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"57.5","58.3905",NA,NA
"Económico","México","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.7","2.9197",NA,NA
"Económico","México","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"7.3","6.9084",NA,NA
"Económico","México","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"4.2","4.0416",NA,NA
"Económico","México","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"67.9","66.2454",NA,NA
"Económico","México","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.1","4.4012",NA,NA
"Económico","México","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"40.2","41.8008",NA,NA
"Económico","México","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"54.1","35.8569",NA,NA
"Económico","México","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"34.8","55.8562",NA,NA
"Económico","Michoacán de Ocampo","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2257524","2295756",NA,NA
"Económico","Michoacán de Ocampo","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2231080","2258881",NA,NA
"Económico","Michoacán de Ocampo","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"26444","36875",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"60.5","60.6511",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1.2","1.6062",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9.3","10.0373",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3.3","4.2163",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"62.9","62.57",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9.1","11.1517",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"38.1","32.934",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"67.8","37.6109",NA,NA
"Económico","Michoacán de Ocampo","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"34.7","69.5219",NA,NA
"Económico","Morelos","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"888797","859970",NA,NA
"Económico","Morelos","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"879461","845616",NA,NA
"Económico","Morelos","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9336","14354",NA,NA
"Económico","Morelos","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"56","54.935",NA,NA
"Económico","Morelos","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1.1","1.6691",NA,NA
"Económico","Morelos","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"6.4","6.5512",NA,NA
"Económico","Morelos","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.8","3.2177",NA,NA
"Económico","Morelos","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"63","63.8641",NA,NA
"Económico","Morelos","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3.5","3.5574",NA,NA
"Económico","Morelos","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"25.4","28.0069",NA,NA
"Económico","Morelos","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"66.1","34.532",NA,NA
"Económico","Morelos","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"34.7","64.9005",NA,NA
"Económico","Nayarit","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"644192","635734",NA,NA
"Económico","Nayarit","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"628516","619858",NA,NA
"Económico","Nayarit","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"15676","15876",NA,NA
"Económico","Nayarit","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"66.5","65.5397",NA,NA
"Económico","Nayarit","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.4","2.4973",NA,NA
"Económico","Nayarit","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"11.6","11.9929",NA,NA
"Económico","Nayarit","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"6.4","6.6641",NA,NA
"Económico","Nayarit","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"61.1","61.8843",NA,NA
"Económico","Nayarit","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"7.1","9.4651",NA,NA
"Económico","Nayarit","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"28.4","26.1923",NA,NA
"Económico","Nayarit","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"58.9","26.5817",NA,NA
"Económico","Nayarit","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"25.7","59.7584",NA,NA
"Económico","Nuevo León","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2926208","2996190",NA,NA
"Económico","Nuevo León","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2845606","2911204",NA,NA
"Económico","Nuevo León","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"80602","84986",NA,NA
"Económico","Nuevo León","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"60.1","61.482",NA,NA
"Económico","Nuevo León","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.8","2.8365",NA,NA
"Económico","Nuevo León","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"7.9","7.5153",NA,NA
"Económico","Nuevo León","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.2","5.6",NA,NA
"Económico","Nuevo León","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"78","77.6552",NA,NA
"Económico","Nuevo León","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3.4","3.5691",NA,NA
"Económico","Nuevo León","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"20.8","20.0873",NA,NA
"Económico","Nuevo León","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"32.5","19.8597",NA,NA
"Económico","Nuevo León","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"19.9","33.6943",NA,NA
"Económico","Oaxaca","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1829474","1853747",NA,NA
"Económico","Oaxaca","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1799614","1833693",NA,NA
"Económico","Oaxaca","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"29860","20054",NA,NA
"Económico","Oaxaca","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"56.9","57.6629",NA,NA
"Económico","Oaxaca","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1.6","1.0818",NA,NA
"Económico","Oaxaca","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"12.7","12.1313",NA,NA
"Económico","Oaxaca","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"4.8","4.3949",NA,NA
"Económico","Oaxaca","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"47.6","45.299",NA,NA
"Económico","Oaxaca","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"13.2","13.4237",NA,NA
"Económico","Oaxaca","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"34.8","32.8587",NA,NA
"Económico","Oaxaca","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"76.3","40.7524",NA,NA
"Económico","Oaxaca","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"39","78.534",NA,NA
"Económico","Puebla","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3092122","3082983",NA,NA
"Económico","Puebla","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"3014438","2993256",NA,NA
"Económico","Puebla","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"77684","89727",NA,NA
"Económico","Puebla","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"61.1","60.7483",NA,NA
"Económico","Puebla","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.5","2.9104",NA,NA
"Económico","Puebla","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"9.5","9.9611",NA,NA
"Económico","Puebla","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.3","6.0638",NA,NA
"Económico","Puebla","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"58.8","60.9833",NA,NA
"Económico","Puebla","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"8.1","8.14",NA,NA
"Económico","Puebla","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"42.2","41.0134",NA,NA
"Económico","Puebla","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"72","36.6988",NA,NA
"Económico","Puebla","Tasa de Ocupación en el sector informal","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"36.2","71.0799",NA,NA
"Económico","Qurétaro","Población Económicamente Activa PEA","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1216822","1212666",NA,NA
"Económico","Qurétaro","Población Ocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"1192757","1187467",NA,NA
"Económico","Qurétaro","Población Desocupada","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"24065","25199",NA,NA
"Económico","Qurétaro","Tasa de Participación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"61.2","60.9368",NA,NA
"Económico","Qurétaro","Tasa de Desocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2","2.078",NA,NA
"Económico","Qurétaro","Tasa de Ocupación parcial y desocupación/","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"5.5","5.8724",NA,NA
"Económico","Qurétaro","Tasa de Presión general","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"2.5","2.6466",NA,NA
"Económico","Qurétaro","Tasa de Trabajo asalariado","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"71.9","70.9352",NA,NA
"Económico","Qurétaro","Tasa de Subocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"0.9","1.1114",NA,NA
"Económico","Qurétaro","Tasa de Condiciones críticas de ocupación","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"23.2","25.5157",NA,NA
"Económico","Qurétaro","Tasa de Informalidad laboral","https://www.inegi.org.mx/programas/enoe/15ymas/#tabulados",NA,NA,NA,NA,"40.1","22.233",NA,NA
